source_file,source_sheet,source_row,ip_name,field_to_fix,current_value,proposed_value,fix_type,confidence,evidence_source,rationale,requires_human_approval,me_review_status,me_comments,approved_by,approved_date
unresolved_mapping_review.csv,unresolved,27,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,28,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,29,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,30,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,31,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,32,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,33,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,34,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,35,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,36,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,37,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,38,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,39,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,40,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,41,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,42,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,43,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,44,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,45,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,46,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,47,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,48,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,49,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,50,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,51,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,52,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,53,Aasaman Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,54,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,55,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,56,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,57,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,58,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,59,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,60,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,61,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,62,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,63,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,64,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,65,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,66,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,67,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,68,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,69,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,70,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,71,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,72,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,73,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,74,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,75,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,76,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,77,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,78,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,79,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,80,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,81,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,82,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,83,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,84,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,85,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,86,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,87,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,88,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,89,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,90,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,91,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,92,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,93,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,94,ADRA Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,95,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,96,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,97,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,98,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,99,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,100,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,101,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,102,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,103,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,104,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,105,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,106,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,107,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,108,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,109,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,110,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,111,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,112,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,113,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,114,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,115,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,116,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,117,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,118,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,119,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,120,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,121,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,122,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,123,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,124,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,125,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,126,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,127,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,128,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,129,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,130,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,131,CMC Nepal,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,132,SAATHI,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,133,SAATHI,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,134,SAATHI,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
unresolved_mapping_review.csv,unresolved,135,SAATHI,activity_indicator_mapping,missing,needs clarification,activity_indicator_mapping,high,unresolved_mapping_review.csv,No matching entry in canonical crosswalk.,true,pending_review,,,
